id	filename	md5	size	state
bfa399f1-314b-485e-ae26-5099aa3bd5b0	600a47a6-ac04-4776-8709-9f7f94a5f771.wgs.ASCAT.copy_number_variation.seg.txt	bdbf5d8208679693497383320ee7a47a	17993	released
2925ab99-9ef3-4ef2-8aa5-861111739081	7f4e7f6b-33b0-49da-95bd-88643d5e14ff_wxs_gdc_realn.bam	6087cabd3407c5846b7ca82ed3bb5bb0	32517594561	released
188f75c8-3dba-4b85-a268-d76f871d08dd	384754d3-06bb-4c94-839e-e0d4cdb9d307.wxs.VarScan2.aliquot.maf.gz	889efb5e1af53eacf03b7ac903782362	157703	released
e32b7471-4267-4bd8-9c07-7d3878eadc90	600a47a6-ac04-4776-8709-9f7f94a5f771.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	34aa6f5033c9162d53702e6c5638088f	3606417	released
a0b3c738-7e52-4e17-8ffb-b2cdb46f23b3	HCMI-CMDC.0b966504-4271-47ee-924d-56e7042c6d8f.star_fusion.rna_fusion.bedpe	f7e917b2c64560bb6db25b05d540dfa5	655	released
78d64825-e775-41fe-97fb-bbd7aeaf647b	600a47a6-ac04-4776-8709-9f7f94a5f771.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	1e7539a2f3d3c91cf0e512d2de93917b	72267035	released
120db258-dd10-492d-8510-eed0e501e85b	eee28603-f96f-47c5-acc4-b892dabd3611.rna_seq.genomic.gdc_realn.bam	b4f455304655c82ad4b819b7d6ab7a55	5992104788	released
6703bbe1-fba1-4da2-ad08-bbf538714f5b	b5f5ec69-5dd5-4115-8e48-30562a01017a.wxs.aliquot_ensemble_masked.maf.gz	6f1d61f23efb986b67bfc67d4342d98c	26394	released
3e16b8b6-5fdc-4bb8-8bd9-5e1b4a0c8437	4136cbe2-6fa6-470d-bb5d-fa2ffc100dd9.wgs.BRASS.raw_structural_variation.vcf.gz	8e65b0168eda3060a02a436db1650952	51608	released
58aacdec-1167-489f-9ba5-681f6eaa0b00	eee28603-f96f-47c5-acc4-b892dabd3611.rna_seq.transcriptome.gdc_realn.bam	1014f21044d00d1253d4386c302896d3	12462084279	released
b156d527-267a-47c9-a9cc-ef04e302a89a	860e178b-a61b-4b43-85cb-9e3ed9b31f42.wxs.muse.raw_somatic_mutation.vcf.gz	d0c7ebedb1d34c4542fdf4a35b25f13f	27638	released
fe83e96c-0247-4802-aa52-1bfab6e37499	4a485784-0d7d-4283-b692-2dece4cc5268_wgs_gdc_realn.bam	a1b44f735df1ecc92e3579a642b9656c	75529917826	released
e6e756af-4ede-429f-ba45-66c39a5c5d67	afc1adab-50b5-4b1e-b76a-008ab5c6ce50.wxs.aliquot_ensemble_raw.maf.gz	3cb707ff9c5b2a19cd8629e052735b46	144141	released
e16abee9-cdb7-47c3-8936-0d054cba98af	f42535d8-fea5-487f-85da-b4ff0b61f351.wxs.mutect2.raw_somatic_mutation.vcf.gz	b1032f25d886a5f2ff29bdd9546be00a	391066	released
62f29bad-da02-446a-bb6e-a9e3be7bd59e	cc09202a-830b-445a-ba65-431879b21208_wxs_gdc_realn.bam	a2bb1f71bddc1fce3456f00530904bbe	27261765190	released
c5e41a8e-a3bc-4867-9d9b-3a46f114bf8c	b52f07df-78f7-4985-8f8c-e23401e70a7e.methylation_array.sesame.level3betas.txt	64b72312325b686f5dd17d07e81f34d4	22749655	released
3e9d0b43-ad88-465d-ad06-8a186066de2a	7de08279-af31-402f-9cbc-f48344abd686.wxs.aliquot_ensemble_masked.maf.gz	263eac2c1778794677f0165106ec18b2	41376	released
e2f5d663-a29b-4c57-a6b9-92ae2c4cd927	HCM-BROD-0116-C16.json	6882afcef84daacdf4aa8ff9b5f289da	40347	released
8882eb02-9e87-4437-abe3-12b21f47c17f	20be05bc-07f2-48d3-83e5-a41dec1476e1.wxs.mutect2.raw_somatic_mutation.vcf.gz	b5223eed5dc2420b9a5b6177fae68385	484311	released
df20dd64-4592-43f8-92a1-6487c7ec8a94	f35de48b-606b-47e4-8cf6-8d36c21b4d50.wxs.Pindel.aliquot.maf.gz	ccc511fc58fbd18829094e85e74d11cd	204334	released
09929f3e-e218-4dcd-884e-c90430f86076	c15acc51-9aba-41ff-8ba8-8bce98e02883.rna_seq.augmented_star_gene_counts.tsv	d1bd95feb3838eb7ac49acb83451c132	4236227	released
4ff4b09c-ab61-4ae2-be5d-c859dc04b715	8198b70b-ac55-433e-9753-961fe4176393.wxs.mutect2.raw_somatic_mutation.vcf.gz	03496f489c78adfc5d9e39fdbca7f7f1	449136	released
e53c7d47-5ab1-4f61-9098-b3af71e11a13	159dab54-5a3a-486d-a38e-18fdd22e519e.wxs.VarScan2.aliquot.maf.gz	fef6472a736b4f828ebd401532ed8c2a	210786	released
024b9e0b-dcc6-4024-9bb4-2c9b483897b7	6c48bd85-03b9-4e5b-a675-c91eabe5e28f.methylation_array.sesame.level3betas.txt	53d17d4e7360f25c1cf1892156a1576c	22432139	released
07c299ad-13da-4bcf-8bd6-b037b2f8de1b	066bf7c6-8af1-45c1-b042-32e5decaa681_noid_Red.idat	cfd78c0d150741d4a9ac858cf39531ee	13677890	released
e5d0f0d4-07ad-439a-9737-8e7955eff298	2ce5d915-0c44-4ca1-b46e-efb9a946c18d_wxs_gdc_realn.bam	263605fe7b642e9e1e906d03803d88ef	30310937776	released
0db63538-c404-4b1b-95d6-5734759c34e6	b81e5c07-2354-4d55-bca3-b76b7d729bef.rna_seq.transcriptome.gdc_realn.bam	29c6f28596a0e782bc2b8d67c3d220f1	16654588031	released
2794b6ed-4636-456c-ac6f-fe3e48982952	3bfb260b-8b44-4cf3-a7a9-314fbbddac99_wgs_gdc_realn.bam	eb6bcbc8cee7082d1276c36ee89b1e38	61565140503	released
f8bb9281-0b3b-481f-9d1f-587ef818667e	f3936b1d-6aa4-4beb-bb03-611429f2f44c.wxs.aliquot_ensemble_raw.maf.gz	3fe59e082329eb51f3b16f510b01cdaa	297675	released
60a168ac-a1a9-4408-b3ef-4d8d8f0a0d4a	9a30e8b7-c976-4bd1-b342-9b76077f81fd.wgs.ASCAT.gene_level.copy_number_variation.tsv	917db52b334b8a2030a131fbe0083143	3442673	released
5f51b8d5-984b-4c6a-9a32-61db4e9cec6a	HCMI_CMDC.baf6179d-3c3b-4c8f-9715-0e27b5cdf395.wxs.VarScan2.somatic_annotation.vcf.gz	7bf02786f1c86575eea414f568242a51	240925	released
6bc759a5-07cb-4a44-ad6a-3309cf1529e5	f6484a13-3673-462a-b26b-efd0287e0c36.wgs.BRASS.raw_structural_variation.vcf.gz	afe5530808c54b07d36502c70ec040d9	49834	released
d80e6139-4973-4808-9da0-95f664068de3	HCMI_CMDC.982f7bee-39da-4767-8e7a-183504000943.wxs.Pindel.somatic_annotation.vcf.gz	4080274a0b46ba062ba35937d1406b8f	55221	released
1c6d4bb7-3d46-44e0-a7ee-66b32481efae	6c48bd85-03b9-4e5b-a675-c91eabe5e28f_noid_Grn.idat	1a4b9a7cd7fc032090aad197dbfd5250	13677895	released
7ab8bced-6d55-4be2-b12a-9652921803d0	5b18aa68-9eaa-4431-930c-94adffacd825.rna_seq.transcriptome.gdc_realn.bam	282bca9cb966c8cc6fe6740a6badfec6	20746963752	released
e7c2effa-38b8-4a2c-b215-bf4367d784c5	3da5089c-e1b9-49a5-9283-7e632e4dc10d.wxs.aliquot_ensemble_masked.maf.gz	5f551c7f1329a5045d77b66d9a79d105	23500	released
db3b75a5-d7b3-4858-8055-e64f9d36c534	46e0b536-ba11-4cf9-917e-f743261b3038.wxs.varscan2.raw_somatic_mutation.vcf.gz	033f715b3994fdd1225a22c7f9772196	43042	released
6e0a5e81-d601-4dbe-9e0d-6015031ef66b	7c223801-8a11-4123-9658-f0d24a634faf.rna_seq.genomic.gdc_realn.bam	4457e87005253072304a601ddf55d544	8095103349	released
1000298f-45a9-4f07-a22b-cca87d1620a0	07b8ce6e-2fc1-4440-9e7a-9adbdb1f18ad.wxs.MuTect2.aliquot.maf.gz	a05b70d1399514e47848de882cd01cc2	1850670	released
f07baf68-a862-483f-9756-5b7c2362cf61	40bcef5e-f60f-48ca-8fa3-d19a47ff8182_wxs_gdc_realn.bam	d81a28fbba108d8dc2ed2d9a50a9541a	31549412009	released
701e0b90-1313-4697-85d4-7356603e22c6	56777a0a-a3f6-4a23-a386-5fa5b729d275.wgs.ASCAT.copy_number_variation.seg.txt	668e38e4b0ce11ee3baacf6c81f717f1	6639	released
813c1c77-5032-4f91-92e1-7e840bd8f236	c4d72558-9c44-462c-8249-011bd2b0ea62.wgs.ASCAT.gene_level.copy_number_variation.tsv	39760a90307358f37bf93cae509823a8	3442781	released
57f6d6cf-ebf8-46da-ad5b-f2cf068f39b7	ddd9dc68-9b5a-46a4-9fa3-6296f09b4a64.wxs.aliquot_ensemble_raw.maf.gz	c35e6cf3de5dd251f29da29119b63954	169518	released
19ca45c6-6b4c-4832-aa8e-c0fe0228e48b	cc1c9f06-4108-4972-bc54-852b280042e7.rna_seq.augmented_star_gene_counts.tsv	6b2b55691264475a5deab9fcdbe18c66	4226838	released
65f08331-88aa-40e6-8a02-3f1ba50dd3ea	cc1c9f06-4108-4972-bc54-852b280042e7.rna_seq.star_splice_junctions.tsv.gz	b4c9c1b8ee052375714dc3561169acff	3506496	released
837d4f5b-e126-4065-999a-a28e8e8ec8a6	59b83b0e-653f-4ccf-ac76-4510285000ce.wxs.aliquot_ensemble_masked.maf.gz	e92bab1743dcdaa00088c29e26d3558c	30755	released
fa62e986-5e6b-45d5-894a-aacadc70cbef	2ce5d915-0c44-4ca1-b46e-efb9a946c18d_wgs_gdc_realn.bam	ff4b97e28c1644008edbc8ba73fd4914	77654554685	released
0fa7f00b-7574-487a-a469-62ba20dc829c	HCMI_CMDC.25cce714-639b-4409-889c-82768e486fe5.wxs.VarScan2.somatic_annotation.vcf.gz	fb2c423689ff3ebbcd6ed2123e9156a1	270040	released
a0b1a0e9-adb1-40f9-b3b9-2127afd3064e	397fd954-eeeb-4148-9bb8-24393d495cc0.wxs.pindel.raw_somatic_mutation.vcf.gz	d9b7b71b048960886ea3d6ac937b361b	70504	released
db939c54-c877-47fc-935c-f998183b966f	HCMI_CMDC.6efec5d5-e54d-4b62-86a4-84d68216cb62.wxs.Pindel.somatic_annotation.vcf.gz	d19934d945f11575c879ee2ab682ba98	47200	released
81347d5e-b48f-4ad0-8bdc-5cbe1612fa03	cbf308f9-de0b-41af-b030-e1f475d871ba.wxs.pindel.raw_somatic_mutation.vcf.gz	f7c38d119b11c68af129a069e5bdcdab	24088	released
bd579871-2634-420b-adec-905449a60771	22542d68-476b-47fd-91da-03db887756d6_wgs_gdc_realn.bam	c969ac9b687356988ac1b8de32f99872	89356796219	released
bbdc555b-9bbc-4455-9ba9-b84a0b4acda3	8b3c27b9-6b73-4cf7-ae74-696350004ab4.wxs.muse.raw_somatic_mutation.vcf.gz	2352fda0026f86d2a83b178eabd93202	28867	released
2af125c3-b90b-47e5-9939-12756b90f270	046b65a3-38db-4dd2-8803-fee0d1bc412f.wgs.BRASS.rerun_structural_variation.bedpe	074df3c8ba7dfb0589bacfd0beb6b09c	94911	released
29af7752-9e03-457b-976e-435845079e20	40bcef5e-f60f-48ca-8fa3-d19a47ff8182_wgs_gdc_realn.bam	66415d34112755e0887e978391cfa38b	66355471389	released
8b34915f-96a2-472e-bd0e-d5b22e801233	334e28c7-be34-4ce3-adc7-23fada434b82.rna_seq.transcriptome.gdc_realn.bam	a01247147d3d575e3f84a551060ce6ab	14904234420	released
4a43e65d-f059-4e33-be0b-de1ea84c7230	HCMI_CMDC.960486e2-1d8d-4bb8-94a4-ef10709e1b5d.wxs.Pindel.somatic_annotation.vcf.gz	066490cfee6ae6c6d1c562fcd5d775db	58687	released
06f7322c-d3ec-491d-ac04-452b49e88058	HCMI_CMDC.6415a56e-304e-49f3-b091-17fb42439fc0.wxs.MuSE.somatic_annotation.vcf.gz	b272f01d51a3a625a9f6d69217ef7749	220685	released
6828da6b-3db9-49ac-a5ec-09fc1f4292ed	7a76e10b-854d-451c-b897-fb1106b0e097.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	ca55019b32ef548c26a7e8e5534ff51f	5254689	released
0200bfd2-3cd0-4c61-8d96-d20030b445f2	8b3c27b9-6b73-4cf7-ae74-696350004ab4.wxs.mutect2.raw_somatic_mutation.vcf.gz	3cbcb2ba648a0e34d054bb48e23a1c27	305023	released
f9e74b6b-e134-4394-b464-1b5e2fc5071c	834b46dc-b659-4a46-afe6-d1b83d54d685.wgs.CaVEMan.raw_somatic_mutation.vcf.gz	20c37a7e29c248371dcd235e4a2ec22f	3920097	released
417031e4-3114-4f6d-b346-e79c6f0ab1f0	nationwidechildrens.org_biospecimen.HCM-BROD-0116-C16.xml	72949d6d171977f999ebcc8ec9758cb2	46798	released
858b4fb2-5064-40dc-8358-ee93cedb57a7	bcaf34b1-3059-448d-891e-0937f850af69.wxs.VarScan2.aliquot.maf.gz	09bc884e5d149ab826e320d85e71e5b1	192461	released
241935fe-f91a-4760-aa56-ea9bc34dfeb4	983b7435-9e87-4fee-b557-ee7f09011224.wgs.BRASS.raw_structural_variation.vcf.gz	693ef935e71b5f7c3011a28646ff1ace	148083	released
6657e28f-eaa5-4cf9-bd82-8a708b9d5863	cf84afb7-d068-4a11-bc30-fdf6619a3148.wgs.sanger_raw_pindel.raw_somatic_mutation.vcf.gz	3151ef6bc95adeb9fd427e2254061d11	63964913	released
350f17d9-baea-44fe-ad06-6c7dc9c0b5fb	021b8c94-e62b-4d59-948c-ed311ba13add.wxs.MuTect2.aliquot.maf.gz	50063744568e790af0337af1a629d20d	2375521	released
d7ba036a-43d2-4c20-8efb-c8a268add112	3da5089c-e1b9-49a5-9283-7e632e4dc10d.wxs.aliquot_ensemble_raw.maf.gz	34eada1cd9d435099cf9ca2272dde323	139042	released
